企查查搜索关键字,公司在企查查编号,公司在企查查地址,公司名称,公司标签,法定代表人,法定代表人拥有企业数量,公司地址,公司电话,公司邮箱-单个,公司邮箱-多个,公司网址,公司邮箱,公司简介,企业类型,经营状态,成立日期,注册资本,实缴资本,工商注册号,统一社会信用代码,营业期限,参保人数,曾用名,注册地址,经营范围,纳税人识别号,纳税人资质,行业,登记机关,英文名称,组织机构代码,核准日期,人员规模,评分
格兰玛特机床设备（北京）有限公司,2963776237,https://www.tianyancha.com/company/2963776237,格兰玛特机床设备（北京）有限公司,存续 小微企业 ,刘晓栋,3,北京市朝阳区霞光里15号楼11层2单元1212  ,13601111181,mimi.zeng@grindmaster.co,,,, 格兰玛特机床设备（北京）有限公司，成立于2016-09-09，注册资本为25万美元，法定代表人为刘晓栋，经营状态为存续，工商注册号为110000450319611，注册地址为北京市朝阳区霞光里15号楼11层2单元1212，经营范围包括机械设备、电子产品、电气设备、五金产品、计算机、软件及辅助设备的批发；佣金代理（拍卖除外）；货物进出口、技术进出口、代理进出口（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）；会议服务；机械设备技术咨询、技术服务；自有技术培训、转让自有技术。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）  ,有限责任公司(外国法人独资),存续,2016-09-09,25万美元,25万美元,110000450319611,91110105MA0086C388,2016-09-09             至 2046-09-08,6,-,北京市朝阳区霞光里15号楼11层2单元1212,机械设备、电子产品、电气设备、五金产品、计算机、软件及辅助设备的批发；佣金代理（拍卖除外）；货物进出口、技术进出口、代理进出口（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）；会议服务；机械设备技术咨询、技术服务；自有技术培训、转让自有技术。（市场主体依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事国家和本市产业政策禁止和限制类项目的经营活动。）,91110105MA0086C388,一般纳税人,批发业,北京市朝阳区市场监督管理局,"GRIND MASTER MACHINE TOOLS (BEIJING) CO.,LTD.",MA0086C38,2021-08-16,小于50人,59
佛山市顺德区利华高贸易有限公司,533902126,https://www.tianyancha.com/company/533902126,佛山市顺德区利华高贸易有限公司,在业 小微企业 ,MANGLANI RAJESH PRAKASH,1,佛山市顺德区乐从镇乐从居委会东区建设路四号德怡商业大厦二层19号铺之七  ,13632302940,sales4@imexao.com,,,, 佛山市顺德区利华高贸易有限公司，成立于2010-07-29，注册资本为50万人民币，法定代表人为MANGLANI RAJESH PRAKASH，经营状态为在业，工商注册号为440681400016302，注册地址为佛山市顺德区乐从镇乐从居委会东区建设路四号德怡商业大厦二层19号铺之七，经营范围包括从事家具及其零配件的批发、佣金代理（拍卖除外）、进出口以及相关配套业务（不设店铺，涉及行业许可管理的按国家有关规定办理，以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。〓(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外商合资),在业,2010-07-29,50万人民币,-,440681400016302,91440606555558390E,2010-07-29             至 2030-07-29,4,-,佛山市顺德区乐从镇乐从居委会东区建设路四号德怡商业大厦二层19号铺之七,从事家具及其零配件的批发、佣金代理（拍卖除外）、进出口以及相关配套业务（不设店铺，涉及行业许可管理的按国家有关规定办理，以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。〓(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606555558390E,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,-,555558390,2017-03-29,小于50人,53
佛山杰可贸易有限公司,2951708613,https://www.tianyancha.com/company/2951708613,佛山杰可贸易有限公司,在业 小微企业 ,RAJESH MEHRA,1,佛山市禅城区城门头西路1号1001房  ,13336444254,214766934@qq.com,"[""214766934@qq.com"",""295983054@qq.com"",""1710951715@qq.com""]",,"[""214766934@qq.com"",""295983054@qq.com"",""1710951715@qq.com""]", 佛山杰可贸易有限公司，成立于2013-02-05，注册资本为17万美元，法定代表人为RAJESH MEHRA，经营状态为在业，工商注册号为440600400022411，注册地址为佛山市禅城区城门头西路1号1001房，经营范围包括从事建材（不含钢材）、陶瓷制品，陶瓷原料（不含氧化铝），化工原料（不含危险品），卫浴，厨具，灯饰，家具，玻璃制品，五金制品，不锈钢制品，塑料制品，纸制品，电子电器产品，机械设备及配件，电线，纺织品，装饰材料、大理石的批发、进出口及佣金代理（拍卖除外）业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按照国家有关规定办理申请）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外国法人独资),在业,2013-02-05,17万美元,17万美元,440600400022411,91440600061451307F,2013-02-05             至 2043-02-05,2,-,佛山市禅城区城门头西路1号1001房,从事建材（不含钢材）、陶瓷制品，陶瓷原料（不含氧化铝），化工原料（不含危险品），卫浴，厨具，灯饰，家具，玻璃制品，五金制品，不锈钢制品，塑料制品，纸制品，电子电器产品，机械设备及配件，电线，纺织品，装饰材料、大理石的批发、进出口及佣金代理（拍卖除外）业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按照国家有关规定办理申请）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440600061451307F,增值税一般纳税人,批发业,佛山市市场监督管理局,-,061451307,2015-12-21,小于50人,58
佛山市顺德区斯科玻璃机械有限公司,2321289164,https://www.tianyancha.com/company/2321289164,佛山市顺德区斯科玻璃机械有限公司,在业 小微企业 ,GURDIT PAL SINGH,1,佛山市顺德区勒流街道办事处连杜村委会富安工业区（一期）23-2-1号地车间二之三  ,18988546587,970407472@qq.com,,,, 佛山市顺德斯科玻璃机械有限公司是玻璃切割线全自动上片台和分片台、玻璃生产线多功能切割台、自动上片台/卸片台、L字架、旋转A字架等产品专业生产加工的公司，拥有完整、科学的质量管理体系。佛山市顺德斯科玻璃机械有限公司的诚信、实力和产品质量获得业界的认可。欢迎各界朋友莅临参观、指导和业务洽谈。  ,有限责任公司(外商合资),在业,2010-06-10,25万美元,-,440681400015864,91440606555558745F,2010-06-10             至 2040-06-09,8,-,佛山市顺德区勒流街道办事处连杜村委会富安工业区（一期）23-2-1号地车间二之三,生产经营玻璃深加工机械设备及相关机械配件。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606555558745F,增值税一般纳税人,专用设备制造业,佛山市顺德区市场监督管理局,-,555558745,2016-08-04,小于50人,59
佛山市顺德区品胜进出口贸易有限公司,2342532775,https://www.tianyancha.com/company/2342532775,佛山市顺德区品胜进出口贸易有限公司,在业 小微企业 ,ANAND DUSHYANT,1,佛山市顺德区乐从镇乐从社区居民委员会建设路A120号联辉楼3座303套房  ,0757-23887578,33770543@qq.com,,,, 佛山市顺德区品胜进出口贸易有限公司，成立于2011-07-05，注册资本为50万人民币，法定代表人为ANAND DUSHYANT，经营状态为在业，工商注册号为440681400018986，注册地址为佛山市顺德区乐从镇乐从社区居民委员会建设路A120号联辉楼3座303套房，经营范围包括从事家具及零配件、灯饰、陶瓷制品、卫浴、玻璃、门窗及零配件、家用电器及零配件、电子通信设备、空调及零配件、冰箱及零配件、汽车零配件、摩托车零配件、建材（不含钢材）、布料、食品加工机械、箱包的批发、佣金代理（拍卖除外）及进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的按国家有关规定办理）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外国自然人独资),在业,2011-07-05,50万人民币,50万人民币,440681400018986,91440606576499553W,2011-07-05             至 2031-07-05,2,-,佛山市顺德区乐从镇乐从社区居民委员会建设路A120号联辉楼3座303套房,从事家具及零配件、灯饰、陶瓷制品、卫浴、玻璃、门窗及零配件、家用电器及零配件、电子通信设备、空调及零配件、冰箱及零配件、汽车零配件、摩托车零配件、建材（不含钢材）、布料、食品加工机械、箱包的批发、佣金代理（拍卖除外）及进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的按国家有关规定办理）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606576499553W,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,FOSHAN WHITEGOLD GROUP LTD,576499553,2016-03-25,小于50人,53
佛山市顺德区思日贸易有限公司,1252437030,https://www.tianyancha.com/company/1252437030,佛山市顺德区思日贸易有限公司,在业 小微企业 ,NITESH NARESHKUMAR GARG,1,佛山市顺德区乐从镇乐从居民委员会新桂路A78号德富置业大厦BG903单元（住所申报）  ,13928202856,business.china10@yahoo.com,"[""business.china10@yahoo.com"",""382844229@qq.com""]",,"[""business.china10@yahoo.com"",""382844229@qq.com""]", 佛山市顺德区思日贸易有限公司，成立于2010-11-23，注册资本为50万人民币，法定代表人为NITESH NARESHKUMAR GARG，经营状态为在业，工商注册号为440681400017063，注册地址为佛山市顺德区乐从镇乐从居民委员会新桂路A78号德富置业大厦BG903单元（住所申报），经营范围包括从事家具及其零配件的批发及佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）；从事建材、陶瓷、家具装饰品、卫浴的出口业务（涉及行业许可管理的按照国家有关规定办理，以上商品出口不涉及国营贸易、出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外国自然人独资),在业,2010-11-23,50万人民币,50万人民币,440681400017063,9144060656452001XR,2010-11-23             至 2030-11-23,16,-,佛山市顺德区乐从镇乐从居民委员会新桂路A78号德富置业大厦BG903单元（住所申报）,从事家具及其零配件的批发及佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）；从事建材、陶瓷、家具装饰品、卫浴的出口业务（涉及行业许可管理的按照国家有关规定办理，以上商品出口不涉及国营贸易、出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,9144060656452001XR,增值税一般纳税人,零售业,佛山市顺德区市场监督管理局,-,56452001X,2018-09-13,小于50人,53
佛山市顶冠进出口有限公司,531023594,https://www.tianyancha.com/company/531023594,佛山市顶冠进出口有限公司,在业 小微企业 ,MANISH CHOPRA,2,广东省佛山市顺德区乐从镇乐从社区东区建设路14号602-1（住所申报）  ,0757-29878081,33770543@qq.com,,,, 佛山市顶冠进出口有限公司成立于2011年08月19日，主要经营范围为从事家具制品、灯饰、五金配件、陶瓷卫浴、工艺制品、电器的批发及进出口业务（不设店铺，涉及行业许可管理的按照国家有关规定办理，以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）等。  ,有限责任公司(外国自然人独资),在业,2011-08-19,100万港元,80.05939万港元,440681400019892,91440606577894678G,2011-08-19             至 2031-08-19,2,-,广东省佛山市顺德区乐从镇乐从社区东区建设路14号602-1（住所申报）,从事家具制品、灯饰、五金配件、陶瓷卫浴、工艺制品、电器、门窗及其零配件、玻璃、大理石、云石、花岗岩、石膏板的批发及进出口业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按国家有关规定办理）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606577894678G,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,-,577894678,2021-08-23,小于50人,54
佛山市腾辉进出口贸易有限公司,887167444,https://www.tianyancha.com/company/887167444,佛山市腾辉进出口贸易有限公司,开业 小微企业 ,梅塔（MEHTA ASHISH KISHOR）,1,佛山市禅城区佛山大道中189号家博城C座七楼CNC7095单元（住所申报）  ,13802621035,13802621035@139.com,,,, 佛山市腾辉进出口贸易有限公司成立于2008年07月15日，主要经营范围为从事日用五金、百货、家用电器（含电子元件）、建材、装饰材料（不含钢材）、包装材料、机械设备及其零配件、有色金属（不含贵、稀金属）、化工原料及产品（不含危险化学品）、陶瓷制品、塑料制品及原料、玻璃制品、工艺品、木制品、纸制品、家具、纺、棉织品（包括服装、服饰）及辅件、鞋类、汽车零配件（不含发动机）、轮胎、餐饮炊具的批发和进出口业务（涉及配额许可证管理、专项规定管理的商品按国家有关规定办理）等。  ,有限责任公司(外国自然人独资),开业,2008-07-15,100万人民币,100万人民币,440600400007358,91440600675233769B,2008-07-15             至 2023-07-07,2,-,佛山市禅城区佛山大道中189号家博城C座七楼CNC7095单元（住所申报）,从事日用五金、百货、家用电器（含电子元件）、建材、装饰材料（不含钢材）、包装材料、机械设备及其零配件、有色金属（不含贵、稀金属）、化工原料及产品（不含危险化学品）、陶瓷制品、塑料制品及原料、玻璃制品、工艺品、木制品、纸制品、家具、纺、棉织品（包括服装、服饰）及辅件、鞋类、汽车零配件（不含发动机）、轮胎、餐饮炊具的批发和进出口业务（涉及配额许可证管理、专项规定管理的商品按国家有关规定办理）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440600675233769B,增值税一般纳税人,批发业,佛山市市场监督管理局,-,675233769,2022-03-11,小于50人,58
佛山市顺德区马斯阿思进出口有限公司,255919570,https://www.tianyancha.com/company/255919570,佛山市顺德区马斯阿思进出口有限公司,在业 小微企业 ,CHETANKHAREY,1,佛山市顺德区乐从镇乐从居委会东区兴华路顺乐国际家私商场D座三层303号  ,0757-28900610,maxxaccess@mail.com,"[""maxxaccess@mail.com"",""maxxaccess@gmail.com""]",,"[""maxxaccess@mail.com"",""maxxaccess@gmail.com""]", 佛山市顺德区马斯阿思进出口有限公司，成立于2011-03-22，注册资本为100万人民币，法定代表人为CHETANKHAREY，经营状态为在业，工商注册号为440681400017653，注册地址为佛山市顺德区乐从镇乐从居委会东区兴华路顺乐国际家私商场D座三层303号，经营范围包括从事家具及其零配件的批发、佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）；从事灯饰、陶瓷、室内外装饰品的出口业务（涉及行业许可管理的按国家有关规定办理，以上商品出口不涉及国营贸易、出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外国自然人独资),在业,2011-03-22,100万人民币,47.4668万人民币,440681400017653,9144060657012550X8,2011-03-22             至 2031-03-25,4,-,佛山市顺德区乐从镇乐从居委会东区兴华路顺乐国际家私商场D座三层303号,从事家具及其零配件的批发、佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）；从事灯饰、陶瓷、室内外装饰品的出口业务（涉及行业许可管理的按国家有关规定办理，以上商品出口不涉及国营贸易、出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,9144060657012550X8,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,-,57012550X,2016-08-18,小于50人,58
佛山市东珠商贸有限公司,2353030478,https://www.tianyancha.com/company/2353030478,佛山市东珠商贸有限公司,在业 小微企业 ,马吉德（KUNHIMON MAJEED RAYANMARAKKARU VEETTIL）,1,佛山市顺德区乐从镇乐从社区居民委员会佛山新城裕和路141号星耀广场商务办公楼1219号  ,0757-83995596,fsdongzhu@hotmail.com,,,, 佛山市东珠商贸有限公司，成立于2008-01-08，注册资本为200万人民币，法定代表人为马吉德（KUNHIMON MAJEED RAYANMARAKKARU VEETTIL），经营状态为在业，工商注册号为440600400003977，注册地址为佛山市顺德区乐从镇乐从社区居民委员会佛山新城裕和路141号星耀广场商务办公楼1219号，经营范围包括从事家具及家具材料，办公用品，装饰材料，建筑材料（不含钢材），电子电器，五金配件，陶瓷制品，普通机械，灯饰，玩具的批发及进出口业务（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(中外合资),在业,2008-01-08,200万人民币,-,440600400003977,91440600669860969E,2008-01-08             至 2028-01-01,0,-,佛山市顺德区乐从镇乐从社区居民委员会佛山新城裕和路141号星耀广场商务办公楼1219号,从事家具及家具材料，办公用品，装饰材料，建筑材料（不含钢材），电子电器，五金配件，陶瓷制品，普通机械，灯饰，玩具的批发及进出口业务（涉及配额许可证管理、专项规定管理的商品按照国家有关规定办理）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440600669860969E,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,"Foshan Dongzhu Commerce and Trade Co.,Ltd.",669860969,2017-03-09,-,61
佛山市顺德区维思迪进出口有限公司,1260603506,https://www.tianyancha.com/company/1260603506,佛山市顺德区维思迪进出口有限公司,在业 小微企业 ,NARENDRA SURGYAN CHAUDHARY,1,佛山市顺德区乐从镇乐从居委会东区振华路59号商铺14号二层223铺  ,13450852782,fsvuiec@gmail.com,,,, 佛山市顺德区维思迪进出口有限公司，成立于2011-04-11，注册资本为50万人民币，法定代表人为NARENDRA SURGYAN CHAUDHARY，经营状态为在业，工商注册号为440681400017803，注册地址为佛山市顺德区乐从镇乐从居委会东区振华路59号商铺14号二层223铺，经营范围包括从事家具及其零配件的批发及佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）；从事陶瓷、食品、机械、灯饰、服装配件、五金的出口业务（涉及行业许可管理的按国家有关规定办理，以上商品出口不涉及国营贸易、出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外国自然人独资),在业,2011-04-11,50万人民币,50万人民币,440681400017803,91440606568270441L,2011-04-11             至 2031-04-13,3,-,佛山市顺德区乐从镇乐从居委会东区振华路59号商铺14号二层223铺,从事家具及其零配件的批发及佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）；从事陶瓷、食品、机械、灯饰、服装配件、五金的出口业务（涉及行业许可管理的按国家有关规定办理，以上商品出口不涉及国营贸易、出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606568270441L,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,-,568270441,2016-06-29,小于50人,53
佛山迪维贸易有限公司,1292535882,https://www.tianyancha.com/company/1292535882,佛山迪维贸易有限公司,在业 ,CHIRAG SURESHKUMAR SHAH,1,佛山市禅城区同济路66号A座906房  ,13336444254,214766934@qq.com,"[""214766934@qq.com"",""295983054@qq.com"",""920573576@qq.com""]",,"[""214766934@qq.com"",""295983054@qq.com"",""920573576@qq.com""]", 佛山迪维贸易有限公司成立于2011年08月23日，主要经营范围为从事棉纱，建材（不含钢材），装饰材料，大理石，陶瓷制品，陶瓷原料，化工原料（不含危险品），卫浴，厨具，灯饰，家具，玻璃制品，五金制品，不锈钢制品，塑料制品，皮制品，纸制品，电子电器产品，机械设备及配件，电线，纺织品，服饰，金、银为原料的饰品，玩具，日用品，办公设备及耗材的批发，进出口及佣金代理（拍卖除外）业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按照国家有关规定办理）等。  ,有限责任公司(外国自然人独资),在业,2011-08-23,16万美元,-,440600400018796,91440600579736219R,2011-08-23             至 2041-08-23,1,-,佛山市禅城区同济路66号A座906房,从事棉纱，建材（不含钢材），装饰材料，大理石，陶瓷制品，陶瓷原料，化工原料（不含危险品），卫浴，厨具，灯饰，家具，玻璃制品，五金制品，不锈钢制品，塑料制品，皮制品，纸制品，电子电器产品，机械设备及配件，电线，纺织品，服饰，金、银为原料的饰品，玩具，日用品，办公设备及耗材的批发，进出口及佣金代理（拍卖除外）业务（不涉及国营贸易管理商品，涉及配额、许可证管理商品的，按照国家有关规定办理）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440600579736219R,增值税一般纳税人,批发业,佛山市市场监督管理局,-,579736219,2016-03-17,小于50人,58
佛山市新荷花饮食有限公司,2342374886,https://www.tianyancha.com/company/2342374886,佛山市新荷花饮食有限公司,在业 小微企业 ,GOVINDARAJ THIRUMALAI,5,佛山市顺德区乐从镇乐从居委会乐从大道东A53号商铺  ,0757-28332500,,,,, 佛山市新荷花饮食有限公司，成立于2013-06-28，注册资本为10万人民币，法定代表人为GOVINDARAJ THIRUMALAI，经营状态为在业，工商注册号为440681400023784，注册地址为佛山市顺德区乐从镇乐从居委会乐从大道东A53号商铺，经营范围包括经营西餐厅、西餐制售（小型餐馆，不含凉菜、不含裱花蛋糕、不含生食海产品、不含烧卤熟肉食品、不含糕点、不含冷盘、不含沙律，凭有效许可证经营）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外国自然人独资),在业,2013-06-28,10万人民币,10万人民币,440681400023784,91440606071879243X,2013-06-28             至 2023-06-28,1,-,佛山市顺德区乐从镇乐从居委会乐从大道东A53号商铺,经营西餐厅、西餐制售（小型餐馆，不含凉菜、不含裱花蛋糕、不含生食海产品、不含烧卤熟肉食品、不含糕点、不含冷盘、不含沙律，凭有效许可证经营）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606071879243X,-,餐饮业,佛山市顺德区市场监督管理局,-,071879243,2016-09-12,小于50人,47
佛山市星光太平洋贸易有限公司,2341734304,https://www.tianyancha.com/company/2341734304,佛山市星光太平洋贸易有限公司,在业 小微企业 ,MALHOTRA GIRISH,1,佛山市顺德区乐从镇路州村居委会乐从大道东B270号星光广场A座13A10号  ,13927297730,,,,, 佛山市星光太平洋贸易有限公司成立于2011年01月28日，主要经营范围为从事家具制品、五金配件、陶瓷卫浴制品、灯饰、装饰品的批发及进出口业务（不设店铺，涉及行业许可管理的按照国家有关规定办理，以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）等。  ,有限责任公司(外国自然人独资),在业,2011-01-28,100万港元,100万港元,440681400017452,91440606566639591F,2011-01-28             至 无固定期限,4,-,佛山市顺德区乐从镇路州村居委会乐从大道东B270号星光广场A座13A10号,从事家具制品、五金配件、陶瓷卫浴制品、灯饰、装饰品的批发及进出口业务（不设店铺，涉及行业许可管理的按照国家有关规定办理，以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606566639591F,-,批发业,佛山市顺德区市场监督管理局,-,566639591,2021-12-28,小于50人,54
佛山市顺德区维施贸易有限公司,2325954694,https://www.tianyancha.com/company/2325954694,佛山市顺德区维施贸易有限公司,在业 小微企业 ,ANAND MANEESH,1,佛山市顺德区乐从镇乐从镇居委会建设路A143号10F  ,0757-28106512,3076058853@qq.com,,,, 佛山市顺德区维施贸易有限公司，成立于2010-07-29，注册资本为50万人民币，法定代表人为ANAND MANEESH，经营状态为在业，工商注册号为440681400016319，注册地址为佛山市顺德区乐从镇乐从镇居委会建设路A143号10F，经营范围包括从事家具及其零配件的批发、佣金代理（拍卖除外）、进出口以及相关配套业务；从事灯饰、陶瓷、服装的进出口业务（不设店铺，涉及行业许可管理的按国家有关规定办理，以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。〓(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓  ,有限责任公司(外商合资),在业,2010-07-29,50万人民币,50万人民币,440681400016319,91440606557304925C,2010-07-29             至 2030-07-29,1,-,佛山市顺德区乐从镇乐从镇居委会建设路A143号10F,从事家具及其零配件的批发、佣金代理（拍卖除外）、进出口以及相关配套业务；从事灯饰、陶瓷、服装的进出口业务（不设店铺，涉及行业许可管理的按国家有关规定办理，以上商品进出口不涉及国营贸易、进出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。〓(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606557304925C,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,"FOSHAN SHUNDE WELLCOST CO.,LTD",557304925,2017-12-19,小于50人,53
佛山市顺德区维莱进出口有限公司,654871578,https://www.tianyancha.com/company/654871578,佛山市顺德区维莱进出口有限公司,在业 小微企业 ,BISHNOI RATAN,1,佛山市顺德区乐从镇乐从社区居民委员会荔南路A180号泰裕大厦709房(仅作法律文件送达地，不作经营用途)  ,0757-28908847,venex001@gmail.com,"[""venex001@gmail.com"",""1794651458@qq.com"",""venex001@mail.com""]",,"[""venex001@gmail.com"",""1794651458@qq.com"",""venex001@mail.com""]", 佛山市顺德区维莱进出口有限公司成立于2011年07月06日，主要经营范围为从事家具及其零配件的批发业务及佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）等。  ,有限责任公司(外国自然人独资),在业,2011-07-06,100万人民币,100万人民币,440681400019010,91440606576409554A,2011-07-06             至 2031-07-06,1,-,佛山市顺德区乐从镇乐从社区居民委员会荔南路A180号泰裕大厦709房(仅作法律文件送达地，不作经营用途),从事家具及其零配件的批发业务及佣金代理（拍卖除外）业务（不设店铺，不涉及国营贸易管理商品，涉及专项规定、行业许可管理的，按国家有关规定办理）；从事装饰材料、卫浴、家具的出口业务（涉及行业许可管理的按照国家有关规定办理，以上商品出口不涉及国营贸易、出口配额许可证、出口配额招标、出口许可证等专项管理的商品）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓,91440606576409554A,增值税一般纳税人,批发业,佛山市顺德区市场监督管理局,-,576409554,2016-04-22,小于50人,58
